name,status,description,start_date,end_date,requirements,funding,contact,url
Faciliter l'exploration du potentiel d'innovation commerciale et sociale de la recherche financée par le CER,open,"L'appel à projet vise à faciliter l'exploration du potentiel d'innovation commerciale et sociale de la recherche financée par le CER. Il propose des subventions du CER pour la validation de concepts visant à vérifier le potentiel d'innovation des idées issues des projets financés par le CER. Les financements sont structurés en réponse à des ambitions politiques et déployés à travers des appels à propositions ciblant des thématiques spécifiques. Différentes catégories de projets sont éligibles, notamment la recherche basique et appliquée, le développement et l'adoption de technologies, les essais et validations de prototypes en laboratoire, les projets pilotes et le placement sur le marché. Les bénéficiaires peuvent être des projets collaboratifs, des projets mono-bénéficiaires ou des bourses individuelles. Le sujet est ouvert et les fichiers attachés fournissent plus d'informations sur le projet.",NA,21 September 2023,"The requirements of the project are:

- The project aims to facilitate the exploration of the commercial and social innovation potential of research funded by the CER.
- The project is part of Horizon Europe - 2021-2027.
- The project will provide additional funding for the verification of the innovation potential of ideas arising from CER-funded projects.
- The total budget for the project is 30 million euros.
- The project must be directly related to a topic of a call for proposals under Horizon Europe.
- Various categories of projects are eligible, including Research and Innovation Actions, Innovation Actions, Coordination and Support Actions, and Marie Skłodowska-Curie Actions.
- The project can be collaborative with a consortium or a single-beneficiary project involving a single organization.
- Individual grants are also available for individuals affiliated with an institution.
- The topics for the project are open.
- The project is part of the ERC-2023-POC call for proposals.",30,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/faciliter-lexploration-du-potentiel-dinnovation-commerciale-et-sociale-de-la
"Le projet s'appelle ""Un nuage collaboratif européen pour le patrimoine culturel"".",NA,"La Commission européenne lance un appel à projets visant à soutenir la création d'un espace numérique de collaboration sur le patrimoine culturel européen. Le projet comprendra une plateforme en nuage et contribuera à la vision et aux objectifs de la Commission. Le budget total alloué aux différents topics est de 35 millions d'euros. Différentes catégories de projets sont éligibles, telles que la recherche basique et appliquée, le développement et l'adoption de technologies, les essais et la validation de prototypes en laboratoire, ainsi que les prototypes, tests, démonstrations et projets pilotes. Les projets collaboratifs, les projets mono-bénéficiaires et les bourses individuelles sont également éligibles. Les détails sur les topics spécifiques seront annoncés ultérieurement. Le site ""Europe en France"" est cofinancé par l'Union européenne et est géré par l'Agence nationale de la cohésion des territoires et le Ministère de la Cohésion des territoires et des Relations avec les collectivités territoriales.",NA,NA,"- Support the creation of a digital collaboration space on European cultural heritage.
- Develop a cloud-based platform for collaboration.
- Contribute to the vision and goals of the European Commission.
- Budget of 25 million euros for topic HORIZON-CL2-2023-HERITAGE-ECCCH01-01 and 10 million euros for topic HORIZON-CL2-2023-HERITAGE-ECCCH01-02.
- Different types of projects are eligible: RIA, IA, CSA, and MSCA.
- Collaborative projects with a coordinator and partners or single-beneficiary projects are expected.
- Attached files can be found in the provided link.",35,Commission européenne,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/soutenir-la-creation-dun-espace-numerique-de-collaboration-sur-le-patrimoine
Réduction de l’empreinte environnementale et climatique des systèmes d’élevage,open,"L'appel à projet vise à contribuer à la réduction de l'empreinte environnementale et climatique des systèmes d'élevage. Il fait partie du programme Horizon Europe et comprend deux étapes pour permettre la circularité des produits finaux. Le budget alloué est de 7 millions d'euros pour la première étape et de 8 millions d'euros pour la seconde. Différentes catégories de projets sont éligibles, telles que la recherche basique et appliquée, le développement de technologies, les essais en laboratoire, les projets pilotes, etc. Les bénéficiaires peuvent être des projets collaboratifs, des projets mono-bénéficiaires ou des bourses individuelles. Les deux topics spécifiques du projet sont l'optimisation de l'utilisation du fumier pour atténuer les émissions de gaz à effet de serre et minimiser la dispersion des nutriments/contaminants, ainsi que l'utilisation de produits sûrs et durables comme alternatives aux produits chimiques, additifs, matériaux, ou produits biologiques.",NA,26 September 2023,"- Contributing to reducing the environmental and climate footprint of livestock farming systems
- Two-stage project to contribute to the reduction of the environmental and climate footprint of livestock farming systems and enable circularity of end products
- Budget for the project: 7 million euros for the first stage and 8 million euros for the second stage
- Different categories of eligible projects: Research and Innovation Actions (RIA), Innovation Actions (IA), Coordination and Support Actions (CSA), Marie Skłodowska-Curie Actions (MSCA)
- Expected beneficiaries: Collaborative projects with a coordinator and partners, Single-beneficiary projects, Individual scholarships
- Topics for the project: optimization of manure management to mitigate greenhouse gas emissions and minimize nutrient/contaminant dispersion in the environment, safe and sustainable chemical, additive, material, or biological products as alternatives.",78,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/contribuer-la-reduction-de-lempreinte-environnementale-et-climatique-des-systemes
"Soutenir la transition vers une économie circulaire durable, régénérative, inclusive et juste à l’échelle locale et régionale à travers les régions de l’Europe",open,"Appel à projet de la Commission européenne pour soutenir la transition vers une économie circulaire durable à travers les régions de l'Europe. Budget total de 80 millions d'euros réparti sur trois topics différents. Différentes catégories de projets éligibles incluant la recherche, l'innovation, les actions de coordination et de soutien, et les bourses individuelles. Les topics concernent l'initiative de villes et régions circulaires, les nouveaux textiles à base biologique et durables, et les technologies de conversion de biomasse non polluante pour des applications industrielles. ",NA,26 September 2023,"- Soutenir la transition vers une économie circulaire durable, régénérative, inclusive et juste à l'échelle locale et régionale à travers les régions de l'Europe.
- Stimuler la coopération interrégionale et transfrontalière.
- Budget par topic : 
   - HORIZON-CL6-2023-CircBio-02-1-two-stage : 58 millions d'euros
   - HORIZON-CL6-2023-CircBio-02-2-two-stage : 14 millions d'euros
   - HORIZON-CL6-2023-CircBio-02-3-two-stage : 8 millions d'euros
- Différentes catégories de projets éligibles :
   - RIA (Research and Innovation Actions)
   - IA (Innovation Actions)
   - CSA (Coordination and Support Actions)
   - MSCA (Marie Skłodowska-Curie Actions) / Bourses ERC (European Research Council)
- Bénéficiaires attendus : 
   - Projets collaboratifs
   - Projets mono-bénéficiaires
   - Bourses individuelles
- Topics :
   - HORIZON-CL6-2023-CircBio-02-1-two-stage : Initiative de villes et régions circulaires pour des solutions systémiques circulaires
   - HORIZON-CL6-2023-CircBio-02-2-two-stage : Nouveaux textiles à base biologique, durables et circulaires
   - HORIZON-CL6-2023-CircBio-02-3-two-stage : Matière première de biomasse non polluante pour les applications industrielles : technologies et procédés pour convertir la biomasse et les déchets non cellulosiques en produits chimiques, matériaux et produits biologiques, améliorant la valorisation en cascade de la biomasse.",NaN,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/soutenir-la-transition-vers-une-economie-circulaire-durable-regenerative-inclusive
Developper de nouvelles technologies numeriques pour favoriser l'essor de l'economie circulaire.,open,"L'appel à projet vise à développer de nouvelles technologies numériques pour favoriser l'essor de l'économie circulaire. L'objectif est de rechercher de nouvelles techniques et technologies numériques permettant d'identifier, d'analyser et d'enregistrer rapidement et précisément les matériaux, produits et composants de construction existants, afin de faciliter leur utilisation dans le cadre d'une économie circulaire et de réduire les incidences du cycle de vie, notamment le carbone incorporé. Le budget alloué à cet appel à projet est de 12 millions d'euros. Les projets éligibles peuvent être de différentes catégories : recherche basique et appliquée, développement et adoption de technologies, essai et validation d'un prototype en laboratoire, prototypes, tests, démonstrations, projets pilotes, placement sur le marché, etc. Les bénéficiaires attendus peuvent être des projets collaboratifs avec un coordinateur et des partenaires ou des projets mono-bénéficiaires impliquant une seule organisation.",08 December 2022,05 October 2023,"- Develop new digital technologies to promote the growth of the circular economy.
- Focus on identifying, analyzing, and accurately recording existing materials, products, and construction components using digital techniques.
- Facilitate the use of these materials in a circular economy and reduce the environmental impact, especially the carbon footprint.
- The project has a budget of 12 million euros.
- The project must be directly related to a specific topic in the call for proposals.
- Eligible project categories include research and innovation actions, innovation actions, coordination and support actions, and Marie Skłodowska-Curie actions.
- The call specifies that projects can be collaborative or single-beneficiary, and there are also individual scholarships available.
- The topic for this specific call is the intelligent acquisition and analysis of data on materials and products in existing buildings.",12,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/developper-de-nouvelles-technologies-numeriques-pour-favoriser-lessor-de-leconomie
Soutenir la recherche et à l’innovation en matière de sécurité,open,"L'Union européenne lance un appel à projets pour soutenir la recherche et l'innovation en matière de sécurité. Le budget détaillé par topic est de 2 millions d'euros pour le premier topic et 4,50 millions d'euros pour le deuxième topic. Différentes catégories de projets sont éligibles, notamment la recherche basique et appliquée, le développement et adoption de technologies, les essais et validations de prototypes en laboratoire, les prototypes, tests, démonstrations, projets pilotes et placements sur le marché. Les bénéficiaires attendus sont des projets collaboratifs, des projets mono-bénéficiaires et des bourses individuelles. Les topics de l'appel concernent les marchés publics de technologies de sécurité innovantes et l'accélération de l'adoption de propositions ouvertes pour l'innovation de pointe dans les PME.",NA,23 November 2023,"- The project aims to support research and innovation in the field of security.
- The project is funded by Horizon Europe.
- The project aims to increase the innovation capacity of public markets in the EU and strengthen partnerships between small and medium-sized security companies and EU technological actors.
- The budget for the project is detailed by topic.
- The project supports different categories of projects, including RIA (Research and Innovation Actions), IA (Innovation Actions), CSA (Coordination and Support Actions), and MSCA (Marie Skłodowska-Curie Actions / ERC Grants).
- The project is open to collaborative projects, mono-beneficiary projects, and individual fellowships.
- The specific topics of the project are innovative security technologies for public markets and accelerating the adoption of open proposals for cutting-edge innovation in SMEs.",0,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/soutenir-la-recherche-et-linnovation-en-matiere-de-securite
Améliorer la gestion des crises européennes,open,"L'appel à projet vise à améliorer la gestion des crises européennes dans le cadre du programme Horizon Europe. Différents sujets sont abordés, tels que la préparation aux catastrophes et urgences sanitaires, la réponse aux incidents de toxines biologiques, la coordination internationale des centres de formation pour la validation d'outils CBRN-E, l'utilisation de systèmes robotiques autonomes dans des environnements dangereux, et les solutions technologiques pour les premiers intervenants. Le budget alloué à chaque sujet varie. Les projets éligibles peuvent être des projets de recherche et innovation, des projets pilotes ou des actions de coordination et de soutien. Différents types de bénéficiaires sont aussi mentionnés, comme les projets collaboratifs, les projets mono-bénéficiaires et les bourses individuelles.",NA,23 November 2023,"- Améliorer la gestion des crises européennes
- Sensibilisation et perception accrue des risques
- Meilleure communication en situation de crise
- Préparation sociale et sociétale aux catastrophes et aux urgences sanitaires
- Opérabilité et normalisation en réponse aux incidents de toxines biologiques
- Mise en réseau internationale de centres de formation pour la validation et la mise à l'essai d'outils et de technologies en cas d'incidents
- Utilisation de systèmes robotiques autonomes ou semi-autonomes dans des environnements dangereux
- Solutions technologiques et coordination institutionnelle pour les premiers intervenants",NaN,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/ameliorer-la-gestion-des-crises-europeennes
Horizon Europe - Lutte contre la criminalité et le terrorisme visant à améliorer les capacités des autorités de police européennes et d'autres praticiens de la sécurité concernés pour une analyse rapide et flexible d'énormes quantités de données hétérogènes.,open,"L'appel à projet Horizon Europe vise à lutter contre la criminalité et le terrorisme en améliorant les capacités des autorités de police européennes pour analyser rapidement de grandes quantités de données hétérogènes. Le budget total alloué aux différents sujets est détaillé et les candidatures doivent être directement liées à un sujet spécifique. Différentes catégories de projets sont éligibles, comme la recherche basique et appliquée, le développement technologique, les projets pilotes, etc. Les bénéficiaires peuvent être des projets collaboratifs, des projets mono-bénéficiaires ou des bourses individuelles. Les sujets ouverts incluent le traitement des données criminelles, l'harmonisation de l'analyse des drogues, les nouvelles technologies pour la police communautaire, la cybercriminalité, etc.",NA,23 November 2023,"- Improve the capabilities of European police authorities and other security practitioners for the rapid and flexible analysis of large quantities of heterogeneous data.
- Funding is available for different types of projects, including research and innovation actions, innovation actions, coordination and support actions, and Marie Skłodowska-Curie actions.
- The specific topics for funding include processing large and complex unstructured data from criminal investigations, harmonizing the European approach to drug analysis, developing new methods and technologies for community policing, addressing open subject matters, exploring crime-as-a-service, and enhancing tools and capabilities to combat advanced cyber threats and cybercrime.",36,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/lutter-contre-le-crime-et-le-terrorisme
Soutenir les opérateurs contre les menaces cybernétiques et non cybernétiques pour renforcer la résilience des infrastructures critiques.,open,Appel à projet pour soutenir les opérateurs contre les menaces cybernétiques et non cybernétiques afin de renforcer la résilience des infrastructures critiques.,NA,23 November 2023,"- Soutien aux opérateurs contre les menaces cybernétiques et non cybernétiques
- Renforcement de la résilience des infrastructures critiques
- Budget : 5 millions d'euros pour le topic HORIZON-CL3-2023-INFRA-01-01 et 9,40 millions d'euros pour le topic HORIZON-CL3-2023-INFRA-01-02
- Différentes catégories de projets éligibles : RIA, IA, CSA, MSCA
- Bénéficiaires attendus : projets collaboratifs, projets mono-bénéficiaires, bourses individuelles
- Topics : Faciliter la coopération stratégique pour assurer la prestation des services essentiels, Soutenir les opérateurs contre les menaces cybernétiques et non cybernétiques pour renforcer la résilience des infrastructures critiques",0,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/soutenir-les-operateurs-contre-les-menaces-cybernetiques-et-non-cybernetiques-pour
Accroître les capacités de surveillance des frontière,open,"La Commission européenne lance un appel à projets dans le cadre du programme Horizon Europe pour accroître les capacités de surveillance des frontières. Le budget alloué à cet appel est détaillé par topic et s'élève à un total de 23,9 millions d'euros. Différentes catégories de projets sont éligibles, notamment la recherche basique et appliquée, le développement et l'adoption de technologies, les essais en laboratoire, les prototypes, les tests, les démonstrations, les projets pilotes et les activités de R&D. Les bénéficiaires attendus peuvent être des projets collaboratifs, des projets mono-bénéficiaires ou des bourses individuelles. Les topics concernés par cet appel portent sur les capacités de surveillance des frontières et la connaissance de la situation, l'identification, l'inspection et la neutralisation des munitions non explosées en mer, la biométrie de pointe en mouvement pour les contrôles aux frontières et l'interopérabilité des systèmes et de l'équipement.",NA,23 November 2023,"- Accroître les capacités de surveillance des frontières
- Gestion des frontières visant à accroître les capacités de surveillance des frontières, à être plus performant et plus rentable
- Capacités de surveillance des frontières et de connaissance de la situation
- Identifier, inspecter et neutraliser les munitions non explosées (UXO) en mer
- Au-delà de la biométrie de pointe en mouvement pour les contrôles aux frontières
- Interopérabilité des systèmes et de l'équipement au niveau tactique; entre l'équipement et les bases de données; et/ou entre les bases de données de menaces et de matériel.",24,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/accroitre-les-capacites-de-surveillance-des-frontiere
Renforcement de la cybersécurité,open,"L'appel à projet vise à renforcer la cybersécurité dans le cadre du programme Horizon Europe. Il s'agit d'améliorer les technologies de préservation de la vie privée pour l'intelligence des cybermenaces et les solutions de partage de données, ainsi que de sensibiliser à l'approche européenne en matière d'intelligence artificielle. Le budget alloué est détaillé selon les différents topics. Différentes catégories de projets sont éligibles (RIA, IA, CSA, MSCA) et différents types de bénéficiaires (projets collaboratifs, mono-bénéficiaires, bourses individuelles). Les topics spécifiques sont axés sur le continuum informatique sécurisé, les technologies de protection de la vie privée et la gestion de l'identité, ainsi que la sécurité des systèmes d'IA robustes.",NA,23 November 2023,"- The project must focus on reinforcing cybersecurity.
- The project should aim to improve privacy-preservation technologies for cyber threat intelligence and data sharing solutions.
- The project should demonstrate awareness of the European approach to artificial intelligence.
- The project must be directly related to one of the specified topics.
- Different types of projects are eligible, including research and innovation actions, innovation actions, coordination and support actions, and Marie Skłodowska-Curie Actions.
- The project can be collaborative or mono-beneficiary, depending on the topic.
- The project must have a detailed budget, with specific amounts allocated for each topic.
- The deadline for response is November 23, 2023.",0,"Institution: Commission européenne
Contact information: NA",https://www.europe-en-france.gouv.fr//fr/appels-a-projet/renforcer-la-cybersecurite
"Développer de nouvelles générations d’instruments, d’outils, de méthodes et de solutions numériques avancées pour la RI",open,"La Commission européenne lance un appel à projets visant à développer de nouvelles générations d'instruments, d'outils, de méthodes et de solutions numériques avancées pour la recherche et l'innovation. Le budget est réparti entre différents topics, tels que la recherche pour la prochaine génération d'instruments scientifiques, le développement d'outils pour la transition verte et la création de jumeaux numériques pour la modélisation de phénomènes complexes. Différentes catégories de projets sont éligibles, tels que la recherche basique et appliquée, le développement de technologies, les projets pilotes et les bourses de recherche. Les projets peuvent être collaboratifs ou mono-bénéficiaires.",NA,12 March 2024,"- Developing new generations of instruments, tools, methods, and advanced digital solutions for research infrastructure (RI)
- Strengthening RI capabilities to address research challenges and EU policy priorities, particularly the green transition
- Budget allocated to different topics within the Horizon Europe program
- Eligibility of different project categories, including Research and Innovation Actions (RIA), Innovation Actions (IA), Coordination and Support Actions (CSA), and Marie Skłodowska-Curie Actions (MSCA)
- Specific topics and their descriptions within the call for proposals, such as R&D for the next generation of scientific instruments, tools, methods, and solutions for RI upgrades, development of tools and solutions for social aspects of the green transition, new digital twins for Earth, and compatible digital twins for complex modeling in new IR application domains.",136,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/developper-de-nouvelles-generations-dinstruments-doutils-de-methodes-et-de-solutions
Développer des solutions propres et compétitives pour tous les modes de transport,open,"Horizon Europe is launching a call for projects to develop clean and competitive solutions for all modes of transportation. The budget for this call is specified for each topic, with amounts ranging from 6 to 17 million euros. The call is open to different categories of projects, including research and innovation actions, innovation actions, coordination and support actions, and Marie Skłodowska-Curie actions. The call includes a variety of topics, such as smart and affordable charging solutions for electric vehicles, advanced battery systems for next-generation vehicles, and digital development tools for software-defined vehicles. The call also covers topics related to aviation and water transportation, aiming to achieve climate-neutral aviation and zero-emission water transport. Additionally, the call includes a topic for assessing emissions from low-carbon fuels in heavy vehicles, aviation, and maritime sectors.",NA,18 April 2024,"- Developing clean and competitive solutions for all modes of transport
- Improving the development and demonstration of innovative processes
- Rechargeable solutions for electric vehicles in synergy with the grid
- Integration and testing of next-generation electric powertrains
- Advanced battery system integration for new generation vehicles
- Flexible integrated charging systems for mass deployment of electric trucks
- Advanced digital development tools for software-defined vehicles
- New designs, shapes, and functionalities of light utility vehicles
- Accelerating climate neutral aviation and minimizing non-CO2 emissions
- Competitiveness and digital transformation in aviation - advancing composite aerostructures
- Monitoring the impact of research and innovation in European aviation
- Moving towards a testbed for European leadership in aviation
- Achieving high-voltage, lightweight, and efficient electric powertrains for sustainable water transport
- Combining emission reduction and efficiency improvement technologies in ship design and modernization
- Demonstrating technologies to minimize underwater noise generated by water transport
- Demonstrating efficient direct current electrical networks in water transport for large vessel applications
- Advanced digitization and modeling using operational data to support zero-emission water transport
- Restructuring the water transport sector, including changing business and industrial models to achieve commercial zero-emission water transport
- Coordinating and supporting the combined activities of member and partner states towards the goals of the zero-emission water transport partnership to increase synergies and impact
- Evaluating atmospheric pollutant emissions from low-carbon fuels in the heavy-duty vehicle, aviation, and maritime transport sectors",0,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/developper-des-solutions-propres-et-competitives-pour-tous-les-modes-de-transport
Promouvoir l'agritourisme et l'écotourisme,NA,"L'appel à projet vise à promouvoir l'agritourisme et l'écotourisme. Il encourage la création et l'amélioration des structures d'écotourisme telles que les gîtes ruraux et les chambres d'hôtes, ainsi que le développement d'activités de découverte du patrimoine agritouristique. Les effets attendus sur le territoire sont la création d'emplois, le développement de la filière tourisme, l'augmentation de la fréquentation touristique en zone rurale et la montée en compétence des acteurs de l'écotourisme et de l'agritourisme.",NA,NA,"- Promote agritourism and ecotourism as a driver of economic development and the preservation of natural and cultural heritage.
- Create or improve ecotourism structures such as rural lodgings, guesthouses, and restaurants using local products.
- Develop activities for discovering agritourism heritage, such as educational farms, agrotourism circuits with farm visits and workshops.
- Provide training and support for actors in ecotourism and agritourism.
- Boost the tourism sector and increase tourism in rural areas.
- Create and sustain job opportunities.",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/promouvoir-lagritourisme-et-lecotourisme
Valoriser et préserver le patrimoine culturel mahorais,NA,"L'appel à projet porte sur la valorisation et la préservation du patrimoine culturel mahorais. L'aide LEADER vise à financer les projets qui contribuent au développement du territoire et à accompagner les porteurs de projet dans le montage de leur dossier de financement. Les impacts attendus sont la protection et la valorisation du patrimoine culturel et des traditions, le développement de l'offre culturelle et l'augmentation de la fréquentation des sites historiques. Il vise également à améliorer l'accès à la culture pour tous et favoriser la transmission intergénérationnelle.",NA,NA,"- Le projet doit valoriser et préserver le patrimoine culturel mahorais.
- Il doit être financé par le Fonds européen agricole pour le développement rural (FEADER).
- L'aide LEADER doit être utilisée pour développer le territoire du GAL et accompagner les porteurs de projet dans le montage du dossier de demande de financement LEADER.
- Le projet doit avoir pour enjeux la valorisation et la préservation du patrimoine culturel, ainsi que l'accroissement de l'offre culturelle.
- Les impacts attendus sur le territoire sont la protection et la valorisation du patrimoine culturel et des traditions, le développement de l'offre culturelle, l'augmentation de la fréquentation des sites historiques, l'amélioration de l'accès à la culture pour tous et la transmission intergénérationnelle.",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/valoriser-et-preserver-le-patrimoine-culturel-mahorais
Valoriser le patrimoine naturel et promouvoir les actions en termes d'EEDD et de sensibilisation à la préservation du patrimoine,NA,"L'appel à projet vise à valoriser le patrimoine naturel et promouvoir les actions en termes d'EEDD et de sensibilisation à la préservation du patrimoine. Les effets attendus sont l'amélioration de l'offre en activités plein air, la mise en valeur des sites naturels, l'amélioration de la connaissance du patrimoine naturel, l'amélioration de la sensibilité du grand public aux enjeux environnementaux et l'augmentation de la fréquentation des sites naturels.",NA,NA,"- Valoriser le patrimoine naturel
- Promouvoir les actions en termes d'EEDD (éducation à l'environnement et au développement durable)
- Sensibilisation à la préservation du patrimoine
- Amélioration de l'offre en activités pleine nature
- Mise en valeur des sites naturels, de leur faune et de leur flore
- Amélioration de la connaissance du patrimoine naturel
- Amélioration de la sensibilité du grand public aux enjeux environnementaux
- Augmentation de la fréquentation des sites naturels",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/valoriser-le-patrimoine-naturel-et-promouvoir-les-actions-en-termes-deedd-et-de
Utiliser le bois local dans les projets de rénovation et constructions,NA,"Utilisation du bois local dans les projets de rénovation et de construction à des fins économiques, touristiques et culturelles.",NA,NA,"- Utiliser le bois local dans les projets de rénovation et construction
- Thématiques : accompagnement et utilisation du bois local dans les projets de rénovation et construction à des fins économiques, touristiques et culturelles.",96522772,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/utiliser-le-bois-local-dans-les-projets-de-renovation-et-constructions-leader-fiche
"Préserver le patrimoine naturel, agricole, culturel et architectural (LEADER / Fiche action 6)",NA,"Le projet vise à préserver le patrimoine naturel, agricole, culturel et architectural dans la région du Pays d'Épinal Cœur des Vosges. Il encouragera le développement d'activités locales et résilientes à travers différents volets, tels que le soutien au développement de circuits de proximité via le Plan Alimentaire Territorial (PAT) et la mise en valeur du patrimoine naturel, culturel et architectural remarquable grâce à la labellisation ""Pays d'Art et d'Histoire"" (PAH). L'enveloppe budgétaire disponible pour le projet est de 965 227,72 € à ce jour.",NA,NA,"- The project must be focused on preserving natural, agricultural, cultural, and architectural heritage.
- The project should encourage the development of local and resilient activities.
- The project can fall under either of the two following categories:
  - Support for the development of local circuits through the Territorial Food Plan.
  - Enhancement of remarkable natural, cultural, and architectural heritage through the labeling ""Pays d'Art et Histoire"".",96522772,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/preserver-le-patrimoine-naturel-agricole-culturel-et-architectural-leader-fiche
Mettre en réseau les acteurs du territoire,open,"Cet appel à projet vise à mettre en réseau les acteurs du territoire Bruche Mossig Piémont afin de favoriser les échanges, les expérimentations et la mutualisation des services. L'objectif est d'améliorer l'organisation et la structuration des acteurs, de développer de nouvelles formes de coopération et d'encourager une appropriation croissante de l'offre territoriale par les acteurs.",NA,01 December 2023,"- Favoriser les échanges et les expérimentations entre les différents acteurs du territoire
- Effacer la différence entre les espaces et créer des liens
- Améliorer l'organisation et la structuration des acteurs
- Créer de nouvelles formes de coopération entre les acteurs
- Favoriser l'appropriation croissante de l'offre territoriale par les acteurs",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/mettre-en-reseau-les-acteurs-du-territoires
"Transmettre les savoir-faire locaux, le patrimoine culturel et naturel",open,"Cet appel à projet vise à valoriser et développer les savoir-faire locaux, le patrimoine culturel et naturel dans le territoire du pays Bruche Mossig. Le territoire possède de nombreux sites historiques et culturels, ainsi qu'un patrimoine naturel diversifié. Cependant, certaines richesses et traditions sont mal valorisées voire en voie de disparition. L'objectif de l'appel à projet est donc de soutenir et promouvoir ces savoir-faire locaux, et de garantir la transmission des connaissances, des pratiques et des gestes associés.",NA,01 December 2023,"- Mise en valeur et développement des savoir-faire locaux
- Transmission des connaissances au grand public
- Maintien et transmission de pratiques et gestes spécifiques au territoire
- Pérennité de certaines pratiques et connaissances
- Valorisation du patrimoine culturel, naturel et historique
- Rôle de levier économique des savoir-faire locaux
- Soutien aux spécificités (naturelles, culturelles, historiques, artisanales et industrielles) du territoire",NA,"Nom de l'institution : Bruche Mossig Piémont (PETR)
Adresse :Non spécifiée
Numéro de téléphone : Non spécifié
Adresse e-mail : Non spécifié
Site web : Non spécifié",https://www.europe-en-france.gouv.fr//fr/appels-a-projet/transmettre-les-savoir-faire-locaux-le-patrimoine-culturel-et-naturel
Valoriser les ressources locales.,open,"L'appel à projet vise à valoriser les ressources locales dans le Pays Bruche Mossig Piémont, en encourageant les initiatives de consommation locale, de lien direct entre producteur et consommateur, et de (re)localisation de filières d'approvisionnement. Il s'agit également de développer des filières spécifiques en utilisant les ressources locales telles que le bois et la viticulture, de maintenir le dynamisme de certains artisanats et petites industries, et de développer une offre de tourisme respectueuse de l'environnement.",NA,01 December 2023,"- Développer les initiatives de consommation locale et favoriser les approvisionnements locaux
- Renforcer la connaissance des habitudes d'achat des consommateurs et des entreprises
- Adapter les filières locales aux enjeux de consommation locale
- Développer des filières spécifiques utilisant les ressources du territoire (bois, viticulture)
- Maintenir le dynamisme des artisanats et petites industries en favorisant une approche locale
- Développer une offre de tourisme respectueuse de l'environnement",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/valoriser-les-ressources-locales
Réduire les inégalités dans les quartiers politique de la ville (MAMP),open,"L'appel à projet vise à réduire les inégalités dans les quartiers prioritaires de la politique de la ville en soutenant les équipements collectifs, l'amélioration du cadre de vie et la sécurisation des zones urbaines, ainsi que le développement des activités économiques pour favoriser l'emploi.",NA,19 October 2023,"- Réduire les inégalités dans les quartiers prioritaires de la politique de la ville
- Soutenir les équipements collectifs pour faciliter l'accès des populations aux services de base
- Améliorer le cadre de vie et assurer la sécurité dans ces quartiers
- Soutenir le développement des activités économiques dans ces quartiers pour favoriser l'emploi",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/reduire-les-inegalites-dans-les-quartiers-politique-de-la-ville-mamp
Réduire les inégalités dans les quartiers politique de la ville (TPM),open,"L'objectif de cet appel à projets est de réduire les inégalités dans les quartiers prioritaires de la politique de la ville en agissant sur différents leviers tels que le soutien aux équipements collectifs, l'amélioration du cadre de vie et la sécurisation, ainsi que le soutien au développement des activités économiques.",NA,16 November 2023,"1. Réduire les inégalités dans les quartiers prioritaires de la politique de la ville.
2. Soutenir les équipements collectifs pour améliorer l'accès aux services de base pour les populations.
3. Améliorer le cadre de vie et assurer la sécurité pour rendre les quartiers attractifs.
4. Soutenir le développement des activités économiques pour favoriser l'emploi dans les quartiers.
5. S'inscrire dans la Stratégie Urbaine Intégrée de TPM et la Politique de la Ville.
6. Contribuer à l'objectif spécifique 5.1 du Programme FEDER 2021-2027 concernant le développement social, économique et environnemental intégré et inclusif, ainsi que la culture, le patrimoine naturel, le tourisme durable et la sécurité dans les zones urbaines.",NA,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/reduire-les-inegalites-dans-les-quartiers-politique-de-la-ville-tpm
