name,status,description,start_date,end_date,requirements,funding,contact,url
Information System for Management and Monitoring of EU Funds in Bulgaria 2020,NA,The project is funded by The technical assistance fund.,NA,NA,"1. Activities aimed at the successful completion of the OPT (2007-2013 programming period) and the preparation of the next 2021-2027 programming period
2. Activities aimed at strengthening and enhancing the administrative capacity of the beneficiaries of the OPTTI
3. Activities aimed at effective preparation, implementation, monitoring, control, evaluation and promotion of the transport investments
4. Activities aimed at the implementation of Directive 2014/24 of the European Parliament of the Council of 26 February 2014
5. Activities aimed at supporting the MTITC in the field of strategic management of the railway sector
6. Activities aimed at supporting MTITC in the field of strategic management of the aviation sector including the attracting of private investments
7. Activities aimed at supporting the MA of the OPTTI, together with MF in the application of state aid rules, including training, exchange of experience, development of procedures, and other relevant activities in the sector.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/a5fdd79c-8d37-4f93-902b-a55d904d6621
INFORMATION SYSTEM FOR MANAGEMENT AND MONITORING 2020,NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Activities aimed at the successful completion of the OPT (2007-2013 programming period) and the preparation of the next 2021-2027 programming period
- Strengthening and enhancing the administrative capacity of the Managing Authority of the OPTTI
- Supporting the MA of the OPTTI, together with MF in the application of the state aid rules, including training, exchange of experience, development of procedures, and other relevant activities in the sector",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/1a34bcce-661d-469f-a2f0-7ca80bf1d960
Recultivation of municipal landfills,NA,"The project is about recultivating municipal landfills in Bulgaria that do not meet regulatory requirements and are subject to a decision by the Court of the European Union. The Enterprise for the Management of Environmental Protection Activities (EMEPA) will receive funds to contribute to fulfilling Bulgaria's obligations under a violation procedure of EU law. The application deadline is October 16, 2023. Various documents are required for the application, which can be found on the website. The project is funded by the technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Recultivation of municipal landfills that do not meet the regulatory requirements and are subject to the Decision of the Court of the European Union from July 16, 2015
- Provision of funds to the Enterprise for the Management of Environmental Protection Activities (EMEPA)
- Contribution to the fulfilment of the obligations of the Republic of Bulgaria under a procedure for violation of EU law
- Application time limits: Start - 31.08.2023 17:30, Deadline - 16.10.2023 17:30
- Required documents: писмо от МФ - първо, писмо от МФ - второ, приложения към Условия за кандидатстване, приложения към Условия за изпълнение, Условия за кандидатстване, Условия за изпълнение, Заповед за утвърждаване на документи по процедура № BG16M1OP002-2.011, Покана, Evaluation tables, Complex evaluation
- Funding from the technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/bbe3da7c-ac5a-49ad-a3b9-ba8686e1c585
Technical Assistance,NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"1. Increase the qualification and motivation of employees and upgrade the expert capacity of the Managing Authority
2. Provide external expertise to improve the quality of planning and implementation of program operations
3. Increase the capacity of the beneficiaries and key beneficiaries to participate in the program and successfully implement strategic operations
4. Support the capacity of the members of the Monitoring Committee to fulfill their functions effectively
5. Support the publicity of the program to promote transparency, increase information awareness of the target groups and beneficiaries, and disseminate information about achieved results and good practices",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/005e2518-07ea-410b-8995-cae8ae47f351
INFORMATION SYSTEM FOR MANAGEMENT AND MONITORING OF EU FUNDS IN BULGARIA 2020,NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"The requirements for the project are as follows:

1. The procedure aims to promote social dialogue and collective bargaining.
2. The project should focus on increasing the capacity of social partners to develop tools and policies.
3. The project should accelerate digital and sustainable transformation.
4. The project should prepare and carry out reforms to better accommodate workers, enterprises, and entrepreneurs to change.
5. The project should strengthen and strengthen social dialogue.
6. The application for the project must be submitted within the specified time limits.
7. The applicant must meet the conditions for application.
8. Various documents, such as announcement, application forms, and evaluation tables, are required for information and application.
9. The project is part of the Information System for Management and Monitoring 2020.
10. The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/fd0eb0bf-9287-4815-80af-8bdd87e5cbea
"""Specialization in the health care system +"" - Component 1",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Support for the professional development of specialty trainees in the healthcare system
- Application time limits: Start - 15.08.2023 17:00, Deadline - 15.09.2023 17:00
- Required documents for information and application: ""Conditions for applying,"" ""Conditions for execution,"" ""Documents for information""
- Electronic reporting of beneficiaries via UMIS 2020
- Information about the implementation and progress of operational programs with UMIS 2020
- Familiarity with normative documents for the period 2014-2020
- Access to EU structural funds in Bulgaria
- Use of the European Commission portal
- Acquaintance with EUMIS 2007-2013
- Understanding of terms and abbreviations used in the system
- Familiarity with the guide to working with the system
- Compliance with accessibility policy on the site
- Understanding of the project's funding source and requirements",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/f8142fdc-288d-4291-846a-30db775668ab
"The project name is ""NO! to Discrimination"".",NA,"The project aims to increase the capacity and expertise of the Commission for Protection against Discrimination in Bulgaria. It focuses on ensuring the equality of citizens before the law, equal treatment, and their participation in public life. The project also aims to provide effective protection against discrimination and raise public awareness about rights and opportunities for dealing with it. The application time limits are from June 2, 2023, to September 15, 2023.",NA,NA,"- The procedure is aimed at increasing the capacity and expertise of the Commission for Protection against Discrimination.
- The application time limits are from 02.06.2023 to 15.09.2023.
- The procedure requires the submission of certain documents for information and application.
- There is a section for questions and answers related to the procedure.
- Evaluation tables and complex evaluation are part of the procedure.
- The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/21c7b6f0-e868-46dd-adfb-5e3a38268a6f
Modernization and digitization of the services of the National Insurance Institute,NA,"The main objective of the project is to increase organizational efficiency in the National Insurance Institute (NII) and improve its capacity to provide services to users. This includes the development and implementation of an Integrated Information System for the insurance archive of the NII, the development of a knowledge sharing platform, and enhancing the capacity and expertise of NII employees. The project is funded by the technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- The main objective of the procedure is to increase organizational efficiency in the National Insurance Institute (NII) and enhance the institution's capacity for better service provision.
- The procedure aims to develop and implement an Integrated Information System for the insurance archive of the NII, with the goal of digitizing and automating internal services to provide faster and accurate information to Bulgarian citizens and business organizations.
- A platform for sharing knowledge within the NII is to be developed and implemented.
- The procedure includes increasing the capacity and expertise of NII employees through the development of green competences, systematic training, and building prerequisites for successful intra-departmental mobility.
- The application time limits are from 06.06.2023 17:00 to 16.10.2023 17:30.
- The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/2a2f92b6-6f59-4a83-a469-36654acdd611
ACTIVE INCLUSION AND ACCESS TO EMPLOYMENT OF DISADVANTAGED PEOPLE,NA,"The project is an information system for management and monitoring of EU funds in Bulgaria 2020. It aims to improve access to the labor market and integrated support for disadvantaged groups, promoting social inclusion and integration into society. The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"The main goal of the procedure is to increase the quality of life, promote social inclusion and integration into society of disadvantaged groups by improving their access to the labor market and integrated support.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/42c7d196-e20e-4bc4-a38f-01d537a4805b
"The name of the project is ""INFORMATION SYSTEM FOR MANAGEMENT AND MONITORING 2020"".",NA,The project is funded by The technical assistance fund.,NA,NA,"1. The project aims to support the Managing Authority of the PRDP in implementing the program effectively and efficiently.
2. The project aims to improve the processes of planning, implementation, monitoring, evaluation, and control of the PRDP.
3. The project aims to popularize EU support for citizens in Bulgaria and provide information and communication related to the program.
4. The project aims to increase the capacity of potential beneficiaries in developing project proposals and beneficiaries in managing projects under the program.
5. The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/79f683b6-f8d5-41b9-9d09-c7601d084be9
For better future,NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- The procedure is for the provision of packages for newborn children from poor and at-risk families and the provision of accompanying/support measures.
- The application time limits are from 29.06.2023 16:00 to 31.10.2023 17:00.
- The required documents for information and application include conditions for application, documents for filling, documents for execution, and the announcement of the procedure.
- There are evaluation tables for administrative compliance and eligibility, as well as technical and financial evaluation.
- The project is funded by the technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/2782bd3e-7710-4ac3-b29a-65fc9782e42e
Technical assistance under the programme,NA,"The project is the Information System for Management and Monitoring of EU Funds in Bulgaria 2020. It is funded by the technical assistance fund and supported by the European Social Fund Plus. The main objective of the project is to provide support for the management of the programme, introduce good practices and approaches, enhance administrative capacity, and promote the successful implementation of the programme. The project is implemented through the use of an online system and includes activities such as programming, management, implementation, monitoring, control, evaluation, communication, and publicity measures. The project is also aimed at building an expert and motivated human resource and complying with the relevant regulations. The application period for the project is from October 17, 2022, to December 1, 2028. The project website is http://www.asp.government.bg.",NA,NA,"- The technical assistance under the programme will provide support for the management of the programme and the introduction of good practices and approaches.
- The objective is to support the successful implementation of the programme, its promotion, and enhance administrative capacity.
- Application deadline is 01.12.2028 17:00.
- Documents required for application include invitation, application guidelines, orders and attachments, filling documents, information documents, and evaluation tables.
- The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/62a019b1-35f4-406c-8969-3aecdc305512
"Development of railway infrastructure along the “core” and ""comprehensive"" Trans-European Transport Network - Infrastructure projects",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Development of railway infrastructure along the “core” and ""comprehensive"" Trans-European Transport Network - Infrastructure projects
- Start: 19.06.2023 18:00
- Deadline: 31.10.2029 17:30",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/7b2df40c-ad89-4f7c-b688-8ab3b9300dad
"Development of railway infrastructure along the “core” and ""comprehensive"" Trans-European Transport Network – Technical Assistance",NA,"The project is for the development of railway infrastructure along the ""core"" and ""comprehensive"" Trans-European Transport Network in Bulgaria. It is aimed at improving the quality of rail infrastructure to attract passenger and freight traffic and achieve the strategic objectives of the EU Sustainable and Smart Mobility Strategy. The project will contribute to increasing transport connectivity and accessibility while limiting negative environmental and climate impacts. The application deadline is October 31, 2029.",NA,NA,"- The project is open for applications for the development of railway infrastructure along the ""core"" and ""comprehensive"" Trans-European Transport Network.
- The investments will contribute to attracting passenger and freight traffic to rail by improving the quality of rail infrastructure.
- The project aims to achieve the strategic objectives of the EU Sustainable and Smart Mobility Strategy, the national transport policy, and the recommendations of the European Semester.
- The investments will improve transport connectivity and accessibility while limiting negative environmental and climate impacts.
- The project aims to increase the efficiency of the transport sector and promote economic development.
- The application period starts on 19.06.2023 at 18:00 and ends on 31.10.2029 at 17:30.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/95a86aa3-fd00-46ea-82a0-c8f88781c178
Развитие на пътната инфраструктура по „основната“ Трансевропейска транспортна мрежа и пътни връзки – Инвестиционни проекти,NA,"The project aims to develop stable, climate-resilient, intelligent, secure, sustainable, and intermodal transport infrastructure within the main Trans-European Transport Network and road connections. The application deadline is October 31, 2029, and the project is funded by the technical assistance fund financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- The system user functionality to create a new project proposal is not available for those outside the system.
- Users can login or create a new profile from the ""Login"" menu.
- The application time limits for the ""Развитие на пътната инфраструктура по „основната“ Трансевропейска транспортна мрежа и пътни връзки – Инвестиционни проекти"" project are:
  - Start: 19.06.2023 18:00
  - Deadline: 31.10.2029 17:30
- There are various documents available for information and application, including guidelines, attachments, evaluation tables, and complex evaluation.
- The system is an information system for management and monitoring in Bulgaria for EU funds in the year 2020.
- There is electronic reporting of beneficiaries via UMIS 2020.
- The system provides information about the implementation and progress of operational programs with UMIS 2020.
- There are normative documents available for the period 2014 - 2020.
- The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.

Note: This information is extracted from the given text and may not reflect the full requirements of the project. Further analysis may be required for a complete understanding of the project requirements.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/d976f16f-d6b2-4ec9-801c-934d3e48837e
Развитие на пътната инфраструктура по „основната“ Трансевропейска транспортна мрежа и пътни връзки – Техническа помощ,NA,"The project is aimed at development of road infrastructure in Bulgaria as part of the Trans-European Transport Network. This includes technical assistance to address bottlenecks, improve connectivity and road safety, and reduce road accidents and harmful emissions. The project is funded by the technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.
- The project aims to develop road infrastructure on the main Trans-European transport network and road connections.
- The project aims to address bottlenecks on road infrastructure, improve connectivity, and road safety.
- The project aims to increase transport efficiency and reduce the number of road accidents.
- The project aims to improve technical and operational road infrastructure parameters for a positive impact on the environment and climate.
- The application time limits are from 19.06.2023 18:00 to 31.10.2029 17:30.
- The project requires the submission of specific documents for information and application, including guidelines for priority 2, conditions for implementation, evaluation tables, and complex evaluation.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/08760928-510f-4e5f-ae4c-643a3ebc6120
"The name of the project is ""Подобряване на интермодалността, иновации, модернизирани системи за управление на трафика, подобряване на сигурността и безопасността на транспорта""",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Improve intermodality and transportation safety and security
- Implement innovations and modernized traffic management systems
- Develop a stable, climate change-adaptable, intelligent, secure, sustainable, and intermodal European transport network
- Submit application within the specified time limits
- Follow the guidelines and attachments provided for Priority 3
- Utilize the electronic reporting system UMIS 2020 for beneficiary reporting
- Access information on operational programs and their progress
- Comply with normative documents for the 2014-2020 period
- Stay updated on EU structural funds in Bulgaria through the European Commission portal
- Familiarize oneself with the glossary of terms and abbreviations in the system
- Refer to the guide for working with the system for assistance
- Ensure accessibility policy is followed on the site
- Understand that the project is funded by the technical assistance fund, financed by the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/ae735e49-fbb5-486f-a59f-5aad433065b5
"The project name is ""Urban intermodality.""",NA,"The project aims to improve urban intermodality in Bulgaria by creating connections between passenger railway stations and airports, as well as developing railway nodes in various cities. This will make it easier for passengers to use combined transport, reduce journey times, and increase passenger traffic. The project also aims to increase the use of public transport, reduce congestion and pollution levels, and improve travel conditions and comfort. The application deadline is October 31, 2029.",NA,NA,"1. Construct connections between passenger railway stations and Burgas and Plovdiv airports.
2. Develop the railway nodes in Gorna Oryahovitsa, Ruse, and Varna.
3. Shorten journey times between stations and airports.
4. Increase passenger traffic and improve travel conditions and comfort.
5. Increase the use of public transport.
6. Reduce congestion, noise, and pollution levels.
7. Reduce road accidents.
8. Reduce harmful emissions by reducing the use of road transport in cities.
9. Achieve sustainable multimodal urban mobility based on Sustainable Urban Mobility Plans.
10. Meet the application time limits (start: 19.06.2023 18:00, deadline: 31.10.2029 17:30).",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/490fb2d1-ca2d-4124-a405-7ddfc47b63f8
"The project is called ""INFORMATION SYSTEM FOR MANAGEMENT AND MONITORING 2020"".",NA,"The project is an information system for management and monitoring of EU funds in Bulgaria for the period 2020. The system includes electronic reporting of beneficiaries, information about the implementation and progress of operational programs, normative documents, and a glossary of terms. It is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"1. The activities should contribute to the achievement of the specific objectives of the Programme.
2. The activities should ensure the sustainability of the administrative capacity of the beneficiaries, social partners, and civil society organizations participating in the TTS Follow-up Committee.
3. The application deadline is October 31, 2029, at 17:30.
4. Applicants must follow the guidelines for priority 5.
5. Applicants must submit the necessary documents for information and application.
6. Electronic reporting of beneficiaries must be done via UMIS 2020.
7. The system should provide information about the implementation and progress of operational programs with UMIS 2020.
8. Normative documents from the period 2014-2020 should be available.
9. The system should provide information about EU structural Funds in Bulgaria.
10. The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/f020f0ca-9b79-4ee4-b4a0-6d0957fc1c63
INFORMATION SYSTEM FOR MANAGEMENT AND MONITORING EU FUNDS IN BULGARIA 2020,NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- The activities should contribute to the achievement of specific objectives of the Programme.
- The activities should ensure the sustainability of the administrative capacity of the Managing Authority.
- The application should be submitted within the specified time limits.
- The applicant should follow the guidelines for priority 5.
- The applicant should provide all the required documents for the application.
- Beneficiaries should report electronically via UMIS 2020.
- The system should provide information about the implementation and progress of operational programs with UMIS 2020.
- The system should adhere to the normative documents for the period 2014-2020.
- The system should provide information on EU structural funds in Bulgaria.
- The system should provide access to the European Commission portal.
- The system should comply with the requirements of EUMIS 2007-2013.
- The system should have a glossary of terms and abbreviations.
- The system should have a user guide.
- The system should have an accessibility policy.
- The project should be funded by The technical assistance fund.
- The project should be financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/5a2665c3-a983-4647-afd2-f256c521fcd9
Models for optimizing the municipal waste management process in Bulgaria,NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Models for optimizing the municipal waste management process in Bulgaria
- Contribution to supporting municipalities in the selection and implementation of models to optimise the municipal waste management process
- Application time limits: Start - 04.07.2023 17:30, Deadline - 05.10.2023 17:30
- Documents required for information and application: ""Заповед за утвърждаване"", ""Условия за кандидатстване"", ""Приложения към Условия за кандидатстване"", ""Условия за изпълнение"", ""Приложения към Условия за изпълнение"", ""Писмо от МФ"", ""Покана за участие в процедура""
- Evaluation tables and complex evaluation process are part of the application procedure.",NA,NA,https://eumis2020.government.bg//en/s/Procedure/Info/4ad0b9b1-7f3c-4ffa-9b33-e2c901592e25
Recultivation of regional landfills /cells of regional landfills for household waste,NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Implementation of technical recultivation of filled regional landfills or cells of regional landfills for household waste with discontinued operation
- Closing of landfills to reduce the risk of environmental pollution and prevent risks to human health",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/b336e426-ad53-45cc-a3bb-c770c1929a05
"The project name is ""Implementation of measures 28 and 61 of the National Prioritised Action Framework for Natura 2000.""",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"1. Implementation of measures 28 and 61 of the National Prioritised Action Framework for Natura 2000
2. Improving the conservation status of types of natural habitats in wetlands and freshwater types of natural habitats
3. Regulating the access of animals to wetlands to avoid eutrophication and trampling of habitats
4. Restriction of grazing in wetlands and freshwater habitats
5. Application deadline: 18.10.2023 23:59
6. Access the documents and application forms on https://eufunds.bg
7. Evaluation of administrative compliance and eligibility
8. Technical and financial evaluation
9. Electronic reporting of beneficiaries via UMIS 2020
10. Information about the implementation and progress of operational programs with UMIS 2020
11. Normative documents for the period 2014 - 2020
12. EU structural Funds in Bulgaria
13. European Commission portal
14. EUMIS 2007 - 2013
15. Glossary of terms and abbreviations in the system
16. Guide to working with the system
17. Accessibility Policy on the site
18. The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/4948d46c-5b97-481b-8b4c-aa04d752bf40
Optimizing the infrastructure of networks (with monitoring sites) to implement forest ecosystem monitoring schemes in the country,NA,"The project is funded by the technical assistance fund, which is financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Optimizing the infrastructure of networks (with monitoring sites) to implement forest ecosystem monitoring schemes in the country
- Contribution to the achievement of the goals aimed at preserving and increasing the function of forests to protect biological diversity and reduce climate change trends by increasing their area, quality and sustainability
- Start: 29.08.2023 23:59
- Deadline: 20.12.2023 23:59
- Internet address: https://eufunds.bg
- Documents for information and application
- Условия за кандидатстване (Conditions for application)
- Приложения към условия за кандидатстване (Appendices to the conditions for application)
- Условия за изпълнение (Execution conditions)
- Приложения към условия за изпълнение (Appendices to the execution conditions)
- Заповед РУО (Decree RIO)
- Покана (Invitation)
- Справка получени коментари (Report on received comments)
- Писмо МФ (Letter MF)
- Evaluation tables
- Complex evaluation
- Electronic reporting of beneficiaries via UMIS 2020
- Information about the implementation and progress of operational programs with UMIS 2020
- Normative documents for the period 2014 - 2020
- EU structural Funds in Bulgaria
- European Commission portal
- EUMIS 2007 - 2013
- Glossary of terms and abbreviations in the system
- Guide to working with the system
- Accessibility Policy on the site
- About the system
- The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/74fe9e6a-1f17-4edb-ac69-9e21d7f349f8
Ensuring wild fire-fighting capacity on the ground and increasing the population preparedness for an adequate response.,NA,"The project is aimed at ensuring wild fire-fighting capacity on the ground and increasing the population's preparedness for an adequate response. The project includes increasing the awareness and preparedness of the population for prevention and response to wild fires, as well as improving the technical capacity of the responsible bodies within the GD Fire safety and civil protection.",NA,NA,"1. Ensuring wild fire-fighting capacity on the ground and increasing the population preparedness for an adequate response
2. Increasing the population awareness and preparedness for prevention and adequate response in case of wild fire
3. Improving the technical capacity of the responsible bodies within the GD Fire safety and civil protection
4. Start: 05.07.2023 14:00
5. Deadline: 05.10.2023 23:59
6. Internet address: https://eufunds.bg
7. Documents for information and application required, including:
- Заповед за утвърждаване (Order of approval)
- Условия за кандидатстване (Conditions for application)
- Приложения към условия за кандидатстване (Annexes to the conditions for application)
- Условия за изпълнение (Conditions for implementation)
- Приложения към условия за изпълнение (Annexes to the conditions for implementation)
- Писмо от Министерство на финансите (Letter from the Ministry of Finance)
- Справка с получени предложения и възражения (Reference with received proposals and objections)
- Покана за участие в процедура чрез директно предоставяне (Invitation to participate in a procedure by direct provision)
8. Evaluation tables
9. Complex evaluation.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/a61c9e44-cfc0-4b2d-82cf-c5988491e86f
"The name of the project is ""For cleaner air!""",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- The aim of the procedure is to contribute to the improvement of ambient air quality by reducing the excessive levels of PM10 in specific municipalities.
- The application deadline is October 21, 2023.
- Applicants must use the system to login or create a new profile.
- Required documents for application and information can be found on the provided internet address.",0,Contact information is not provided in the text.,https://eumis2020.government.bg//en/s/Procedure/Info/65111ea3-8dd3-43c1-bba4-9dda679a778b
"The name of the project is ""For cleaner air! (2)"".",NA,The project aims to improve the ambient air quality by reducing the levels of fine dust particles in municipalities with impaired air quality. The application period starts on 24.04.2023 and ends on 24.10.2023. The project is funded by the technical assistance fund and the Norwegian financial mechanism 2014-2021.,NA,NA,"- The purpose of the procedure is to contribute to the improvement of the ambient air quality.
- The goal is to reduce the excessive levels of fine dust particles (PM10) in the specified municipalities.
- The time limits for application are from 24.04.2023 17:30 to 24.10.2023 23:59.
- The documents required for information and application can be found on the provided internet address.
- There are conditions for application and execution of the project.
- There are additional documents attached to the conditions for application and execution.
- There are evaluation tables and complex evaluation processes.
- The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,https://eumis2020.government.bg//en/s/Procedure/Info/4b6ed5ec-421f-4b3d-8d7f-7359a18b6b68
"Technical assistance for management and implementation of Programme ""Environmnet"" for the period 2021 – 2027.",NA,"The project is about technical assistance for the management and implementation of the Programme ""Environment"" for the period 2021-2027 in Bulgaria. It aims to assist the Managing Authority in implementing activities related to programming, management, monitoring, evaluation, and control of the program. The project also involves the closure of the OPE 2014-2020 and the preparation and administration of the post-2027 program in accordance with sound financial management principles and European and national legislation.",NA,NA,"- Technical assistance for management and implementation of Programme ""Environmnet"" for the period 2021 – 2027.
- Assisting the Managing Authority for implementing the activities related to the programming, management, monitoring, evaluation and control of PE 2021-2027, the closure of the OPE 2014-2020 and the preparation and administration of the post-2027 programme.
- Compliance with the principle of sound financial management and European and national legislation.
- Start: 04.09.2023 12:00
- Deadline: 30.09.2029 23:59
- Internet address: https://www.eufunds.bg
- Documents required for information and application:
   - Заповед за утвърждаване
   - Покана за участие в процедура чрез директно предоставяне
   - Условия за кандидатстване
   - Приложения към условия за кандидатстване
   - Условия за изпълнение
   - Приложения към условия за изпълнение
   - Писмо от Министерство на финансите
   - Evaluation tables
   - Evaluation of administrative compliance and eligibility
- Information system funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,https://eumis2020.government.bg//en/s/Procedure/Info/1e405dbe-0890-49fb-bdfa-8caae8b56596
"The project is called ""INFORMATION SYSTEM FOR MANAGEMENT AND MONITORING OF EU FUNDS IN BULGARIA 2020"".",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- The applicant must submit a project proposal for the ""Integrated Territorial Investments (ITI)"" concept.
- The application must be submitted within the specified time limits.
- The application must be submitted through the designated internet address.
- The applicant must follow the guidelines for applying with ITI concepts.
- The applicant must complete the required application forms and provide the necessary information.
- The applicant must provide any additional documents or tables as required.
- The project will be evaluated for administrative compliance and eligibility.
- The project will undergo technical and financial evaluation.
- The information system for management and monitoring is called UMIS 2020.
- Beneficiaries of the funds must report electronically through UMIS 2020.
- Operational programs and their progress can be tracked through UMIS 2020.
- The project is funded by the technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.
- The site has an accessibility policy.
- The project requirements are extracted from the text.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/fa6b3a4d-c93a-46f5-a98d-744b07bcfb8d
"Providing technical assistance for the successful implementation of the Programme ""Competitiveness and innovation in enterprises"" for the period 2021-2027.",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Providing technical assistance for the successful implementation of the Programme ""Competitiveness and innovation in enterprises"" for the period 2021-2027.
- Increasing the effectiveness of the Managing Authority of the Programme ""Competitiveness and innovations in enterprises"" for the period 2021-2027.
- Improving the capacity of the beneficiaries of the program.
- Ensuring awareness of the measures on the Programme ""Competitiveness and innovation in enterprises"" for the period 2021-2027.
- Application time limits: Start: 06.01.2023 16:00, Deadline: 31.12.2028 17:30.",20212027,NA,https://eumis2020.government.bg//en/s/Procedure/Info/e74e961a-e3a8-4b83-81af-2396950881a1
